onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	37	24
NaN	NaN	7
276	20	18
NaN	NaN	45
NaN	NaN	30
297	19	kevin
316	18	jack
335	15	randall
351	7	kate
