onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	42	24
NaN	NaN	7
280	42	18
NaN	NaN	45
NaN	NaN	30
322	59	jack
382	34	kevin
417	53	randall
470	49	kate
