onset	duration	index
0	25	19
26	42	10
68	60	1
128	46	32
174	82	44
NaN	NaN	19
261	24	10
286	8	1
295	8	32
NaN	NaN	44
303	15	kate
318	29	kevin
348	7	randall
355	6	jack
