onset	duration	index
0	67	27
68	56	9
124	34	23
158	49	21
207	33	12
246	22	27
269	18	9
NaN	NaN	23
287	13	21
NaN	NaN	12
301	22	randall
323	16	kevin
339	21	jack
360	18	kate
