onset	duration	index
0	25	19
25	42	10
67	60	1
128	46	32
174	82	44
NaN	NaN	19
261	26	10
287	24	1
311	19	32
330	16	44
346	19	kevin
365	25	kate
390	24	randall
415	22	jack
