onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
NaN	NaN	34
237	19	38
257	23	31
NaN	NaN	5
280	44	26
325	26	jack
351	22	kevin
373	30	randall
403	37	kate
