onset	duration	index
0	67	27
67	56	9
123	34	23
157	49	21
206	33	12
NaN	NaN	27
245	31	9
NaN	NaN	23
276	22	21
298	34	12
332	18	jack
350	10	randall
361	21	kate
383	36	kevin
