onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
237	20	34
NaN	NaN	38
257	62	31
NaN	NaN	5
NaN	NaN	26
320	45	kevin
366	31	randall
398	5	kate
404	5	jack
