onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	55	46
217	36	47
253	11	48
NaN	NaN	NaN
NaN	NaN	NaN
265	19	kevin
284	17	jack
301	22	kate
324	10	randall
