onset	duration	index
0	47	40
48	30	17
78	72	41
151	26	4
177	28	20
210	34	40
NaN	NaN	17
244	18	41
NaN	NaN	4
NaN	NaN	20
262	11	kate
274	31	jack
306	16	kevin
323	21	randall
