onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	39	46
201	17	47
218	25	48
NaN	NaN	NaN
NaN	NaN	NaN
243	38	kevin
281	32	randall
313	45	jack
358	16	kate
