onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
211	18	33
NaN	NaN	6
NaN	NaN	22
229	12	14
241	16	28
257	13	jack
271	14	randall
286	10	kevin
297	13	kate
