onset	duration	index
0	67	27
67	56	9
124	34	23
158	49	21
208	33	12
NaN	NaN	27
247	20	9
NaN	NaN	23
267	14	21
282	8	12
291	13	randall
305	8	jack
313	23	kate
336	32	kevin
