onset	duration	index
0	43	35
44	28	29
72	29	2
101	13	25
114	80	43
200	33	35
NaN	NaN	29
233	17	2
NaN	NaN	25
250	21	43
271	29	jack
300	23	kevin
324	15	kate
339	30	randall
