onset	duration	index
0	65	24
66	16	7
82	40	18
123	61	45
184	50	30
239	37	24
NaN	NaN	7
277	42	18
NaN	NaN	45
320	17	30
337	30	kevin
367	9	randall
376	15	jack
391	15	kate
