onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
176	28	20
209	22	40
231	10	17
241	20	41
NaN	NaN	4
NaN	NaN	20
261	18	jack
279	16	randall
295	9	kate
305	18	kevin
