onset	duration	index
0	37	34
37	49	38
86	45	31
132	26	5
158	73	26
236	27	34
NaN	NaN	38
263	30	31
NaN	NaN	5
294	28	26
323	21	kate
345	17	jack
363	16	kevin
379	17	randall
