onset	duration	index
0	67	27
67	56	9
123	34	23
157	49	21
207	33	12
246	14	27
260	22	9
NaN	NaN	23
282	25	21
NaN	NaN	12
307	29	jack
336	18	kate
354	36	randall
391	28	kevin
