onset	duration	index
0	25	19
26	42	10
68	60	1
128	46	32
174	82	44
NaN	NaN	19
NaN	NaN	10
NaN	NaN	1
NaN	NaN	32
261	16	44
277	21	randall
298	22	jack
321	43	kate
364	25	kevin
