onset	duration	index
0	46	16
47	46	13
93	22	3
116	37	37
153	14	8
NaN	NaN	16
172	28	13
200	44	3
NaN	NaN	37
NaN	NaN	8
244	24	kevin
268	5	kate
273	12	jack
285	48	randall
