onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	52	24
290	23	7
NaN	NaN	18
313	32	45
NaN	NaN	30
345	58	jack
404	51	kate
456	32	kevin
488	61	randall
