onset	duration	index
0	67	27
68	56	9
125	34	23
159	49	21
208	33	12
247	51	27
299	20	9
NaN	NaN	23
NaN	NaN	21
320	19	12
340	20	randall
360	21	kate
382	13	jack
396	21	kevin
