onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	12	24
251	8	7
260	12	18
272	13	45
NaN	NaN	30
285	20	kate
306	11	kevin
317	13	jack
331	16	randall
