onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
152	14	8
170	28	16
NaN	NaN	13
198	14	3
NaN	NaN	37
NaN	NaN	8
212	24	kate
236	17	kevin
253	21	jack
274	27	randall
