onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	17	24
NaN	NaN	7
NaN	NaN	18
NaN	NaN	45
NaN	NaN	30
255	13	kate
268	22	jack
291	15	randall
306	15	kevin
