"roi","ACME","ACME_p","ACME_ci_low","ACME_ci_high","ADE","ADE_p","Total","Total_p","Prop_Mediated","Prop_Mediated_p","N"
"brain_sim_98",0.00601805256428988,0,0.00302560280220898,0.00982409647185435,0.0722594758278787,0,0.0782775283921686,0,0.0768809732231143,0,4392
