similarity,distance,group,character,sub
0.3916698098182678,7,1,0,1
0.39242023229599,8,1,0,1
0.40641602873802185,1,1,0,1
0.22296357154846191,2,1,0,1
0.40205147862434387,3,1,0,1
0.4111800193786621,4,1,0,1
0.25080251693725586,5,1,0,1
0.538101315498352,6,1,0,1
0.40278542041778564,7,1,0,1
0.21749189496040344,1,1,0,1
0.30557218194007874,2,1,0,1
0.40746429562568665,3,1,0,1
0.3264004588127136,4,1,0,1
0.4963945150375366,5,1,0,1
0.3431423008441925,6,1,0,1
0.4217005670070648,1,1,0,1
0.39096352458000183,2,1,0,1
0.13997426629066467,3,1,0,1
0.4265405535697937,4,1,0,1
0.3436746299266815,5,1,0,1
0.41499000787734985,1,1,0,1
0.21662764251232147,2,1,0,1
0.41208547353744507,3,1,0,1
0.4196111857891083,4,1,0,1
0.22784638404846191,1,1,0,1
0.3692379593849182,2,1,0,1
0.4029468297958374,3,1,0,1
0.30414512753486633,1,1,0,1
0.1644672453403473,2,1,0,1
0.49499940872192383,1,1,0,1
0.5825332999229431,1,1,0,2
0.48113083839416504,2,1,0,2
0.48113083839416504,3,1,0,2
0.48113083839416504,4,1,0,2
0.48113083839416504,5,1,0,2
0.4099199175834656,6,1,0,2
0.49010518193244934,7,1,0,2
0.48134517669677734,8,1,0,2
0.44915682077407837,9,1,0,2
0.5649875998497009,1,1,0,2
0.5649875998497009,2,1,0,2
0.5649875998497009,3,1,0,2
0.5649875998497009,4,1,0,2
0.36949238181114197,5,1,0,2
0.5698201060295105,6,1,0,2
0.5456255674362183,7,1,0,2
0.5502888560295105,8,1,0,2
1.0000001192092896,1,1,0,2
1.0000001192092896,2,1,0,2
1.0000001192092896,3,1,0,2
0.5151700973510742,4,1,0,2
0.4786001443862915,5,1,0,2
0.5012294054031372,6,1,0,2
0.6709049940109253,7,1,0,2
1.0000001192092896,1,1,0,2
1.0000001192092896,2,1,0,2
0.5151700973510742,3,1,0,2
0.4786001443862915,4,1,0,2
0.5012294054031372,5,1,0,2
0.6709049940109253,6,1,0,2
1.0000001192092896,1,1,0,2
0.5151700973510742,2,1,0,2
0.4786001443862915,3,1,0,2
0.5012294054031372,4,1,0,2
0.6709049940109253,5,1,0,2
0.5151700973510742,1,1,0,2
0.4786001443862915,2,1,0,2
0.5012294054031372,3,1,0,2
0.6709049940109253,4,1,0,2
0.5758405327796936,1,1,0,2
0.5225664377212524,2,1,0,2
0.6566174030303955,3,1,0,2
0.5980486869812012,1,1,0,2
0.5124424695968628,2,1,0,2
0.5275815725326538,1,1,0,2
0.5148065686225891,1,1,0,3
0.3069365322589874,2,1,0,3
0.2980753779411316,3,1,0,3
0.39007875323295593,4,1,0,3
0.33701422810554504,5,1,0,3
0.47936558723449707,6,1,0,3
0.47466856241226196,7,1,0,3
0.45533549785614014,8,1,0,3
0.45533549785614014,9,1,0,3
0.43129444122314453,1,1,0,3
0.3736149072647095,2,1,0,3
0.43406569957733154,3,1,0,3
0.3717620372772217,4,1,0,3
0.4703789949417114,5,1,0,3
0.5731911659240723,6,1,0,3
0.4645993709564209,7,1,0,3
0.4645993709564209,8,1,0,3
0.3803328275680542,1,1,0,3
0.44485074281692505,2,1,0,3
0.3888372480869293,3,1,0,3
0.4712199866771698,4,1,0,3
0.5829924941062927,5,1,0,3
0.4592030942440033,6,1,0,3
0.4592030942440033,7,1,0,3
0.40400564670562744,1,1,0,3
0.45109519362449646,2,1,0,3
0.480258584022522,3,1,0,3
0.4852340817451477,4,1,0,3
0.46918007731437683,5,1,0,3
0.46918007731437683,6,1,0,3
0.6082438826560974,1,1,0,3
0.6028864979743958,2,1,0,3
0.6119194626808167,3,1,0,3
0.638664722442627,4,1,0,3
0.638664722442627,5,1,0,3
0.5253604650497437,1,1,0,3
0.5524817705154419,2,1,0,3
0.5201515555381775,3,1,0,3
0.5201515555381775,4,1,0,3
0.5950614809989929,1,1,0,3
0.636438250541687,2,1,0,3
0.636438250541687,3,1,0,3
0.7027841210365295,1,1,0,3
0.7027841210365295,2,1,0,3
1.0000001192092896,1,1,0,3
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,5,1,0,4
,6,1,0,4
,7,1,0,4
,8,1,0,4
,9,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,5,1,0,4
,6,1,0,4
,7,1,0,4
,8,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,5,1,0,4
,6,1,0,4
,7,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,5,1,0,4
,6,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,5,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,4,1,0,4
,1,1,0,4
,2,1,0,4
,3,1,0,4
,1,1,0,4
,2,1,0,4
,1,1,0,4
0.6648164391517639,1,1,0,5
0.6015697121620178,2,1,0,5
0.4685061573982239,3,1,0,5
0.5020885467529297,4,1,0,5
0.5411100387573242,5,1,0,5
0.44971466064453125,6,1,0,5
0.5843564867973328,7,1,0,5
0.6401567459106445,8,1,0,5
0.48175084590911865,9,1,0,5
0.652393639087677,1,1,0,5
0.5656890869140625,2,1,0,5
0.4940199553966522,3,1,0,5
0.371372789144516,4,1,0,5
0.43647149205207825,5,1,0,5
0.5132599472999573,6,1,0,5
0.59406578540802,7,1,0,5
0.5700656175613403,8,1,0,5
0.5624983906745911,1,1,0,5
0.5116077065467834,2,1,0,5
0.35156992077827454,3,1,0,5
0.5089828372001648,4,1,0,5
0.5485448241233826,5,1,0,5
0.6441915035247803,6,1,0,5
0.5388898253440857,7,1,0,5
0.5378690361976624,1,1,0,5
0.41144728660583496,2,1,0,5
0.40051209926605225,3,1,0,5
0.4084998667240143,4,1,0,5
0.4930691123008728,5,1,0,5
0.41889989376068115,6,1,0,5
0.4490995705127716,1,1,0,5
0.33445459604263306,2,1,0,5
0.4020482301712036,3,1,0,5
0.4460131824016571,4,1,0,5
0.38551756739616394,5,1,0,5
