subject,run,order,transcribe,subid_check,character,index
2018,8,3,"Jack, uh, no real change other than like love Jack, so there we go.",sub-2018,1.0,671
2018,8,4,"And Kevin, um, interesting that they introduced him as like kind of the doofus that he's trying to break out from, and then I guess you learn more of his stuff as it goes on. Uh, his existential crisis is like a little amusing, uh, but also just like really shows that he's in a bad place, so I hope that like over the course of the show he gets to a better one.",sub-2018,4.0,672
2018,9,1,"Randall, um, you know, if Jack just died, that would really make sense as to why he's seeking out his biological father. If Jack didn't just die, then, um, I guess, again, the whole birthday thing XXX talk to his siblings and had that moment. But, um, yeah, still a huge fan of Randall.",sub-2018,3.0,673
2018,9,2,"Jack, uh, yeah, no real new feelings, other than like, nope, that's about it.",sub-2018,1.0,674
2018,9,3,"Kevin, um, like Kevin, like that he drops everything to go talk with his sister. I wish he were a little more sensitive to her, but I understand that he's also going through kind of a lot right now.",sub-2018,4.0,675
2018,9,4,"And then Kate, uh, not much, other than like, she really was at a low point at the start of the show, so hopefully she gets better.",sub-2018,2.0,676
2018,10,1,"Randall, um, not a huge change, I liked him in the beginning, I like him now. I guess my only, um, thing is that, uh, I, I now understand how, how his breakdown works, like, they start all the characters off with a breakdown, and, and I'm starting to get his with this scene.",sub-2018,3.0,677
2018,10,2,"Kate, uh, I like that her going to weight loss is a self-motivated thing, as much as her brother helped.",sub-2018,2.0,678
2018,10,3,"And Kevin, uh, I like Kevin a lot actually, we had kind of a low point at the beginning there, but, you know, he's much better.",sub-2018,4.0,679
2018,10,4,"Jack, uh, no huge change, but XXX do like Jack, um.",sub-2018,1.0,680
2021,1,1,"It seems like Randall was looking for somebody, and he eventually found them, and he has a family. He cares about his kids and his wife as well.",sub-2021,3.0,681
2021,1,2,Kate seems to be a nice person. She seems to be going through something right now with her family. Um. I think she has a lot of potential for development in the show.,sub-2021,2.0,682
2021,1,3,"I didn't really see much about Kevin except that he was acting, and he seems to know a few people, and he seems to be a little more wealthy than most of the characters.",sub-2021,4.0,683
2021,1,4,"Jack seems like a family man. He was in the hospital, and he seems to be able to talk to people he just met as well.",sub-2021,1.0,684
2021,2,1,"I noticed that Kate was actually more determined than I originally thought. I thought she was stuck more in the slumps, but it actually seems like she actually wanted to make a change for herself.",sub-2021,2.0,685
2021,2,2,"I noticed that Randall actually had a goal instead of just randomly meeting someone that might have been his brother or his father, and he actually cares about the man, regardless of what happened.",sub-2021,3.0,686
2021,2,3,"My thoughts for Jack didn't change that much, just because he's still kind of the same situation he was before.",sub-2021,1.0,687
2021,2,4,"I noticed that Kevin seemed pretty passionate about everything and what he was doing was pretty important, until that moment where he actually ended up quitting instead.",sub-2021,4.0,688
2021,3,1,Not much has changed about Jack except that I notice that he's a lot more worried and concerned about his wife than I originally thought.,sub-2021,1.0,689
2021,3,2,My thoughts for Kate haven't really changed but I did notice that she ended up actually going on a date with a guy rather than initially denying him in the beginning.,sub-2021,2.0,690
2021,3,3,At first I thought Randall was looking for someone because he wanted to help them or because he cared about them but I realized it was actually because he wanted to know who his father was and he still had some unresolved pain and hurt from his father abandoning him and abandoning him.,sub-2021,3.0,691
2021,3,4,I'm not entirely sure yet why Kevin was upset. I just know that at first he was still very glad and something caused him to be very upset about the set and the place they were at.,sub-2021,4.0,692
2021,4,1,"My thoughts on Kate changed a little bit. I noticed the relationship here with Kevin more. Because of what I previously watched, being that all three of them now, Kate, Kevin, and the man she's with, were hanging out together.",sub-2021,2.0,693
2021,4,2,I noticed that Kevin was just in the heat of the moment when he gets mad. XXX job that he's actually regretting it a little bit now. XXX but he's not sure what to do XXX at this moment.,sub-2021,4.0,694
2021,4,3,"Jack's behavior in most clips has kind of been the same so far. He is very nervous about his wife, but he's trying to keep a very positive attitude about it. XXX.",sub-2021,1.0,695
2021,4,4,It's kind of been the same with Randall so far. Except that XXX tell his wife more stuff. XXX kind of shows me that he and his wife have a good relationship.,sub-2021,3.0,696
2021,5,1,I just noticed that for his relationships it seems like he has a good work relationship at his job.,sub-2021,3.0,697
2021,5,2,My thoughts on Kevin changed cause it seemed at first that he was passionate and up for anything for his job but the more I watched I realized that he actually was just taking what he could and playing the bare minimum role.,sub-2021,4.0,698
2021,5,3,For Kate I just noticed that she ended up talking to that guy more than she is interested in him but it doesn't seem like she is 100% set with him yet.,sub-2021,2.0,699
2021,5,4,"Jack seems a little bit more upset. It seems, or expresses himself, more upset than his actual wife which shows he's just really worried about her and the three children they're gonna have.",sub-2021,1.0,700
2021,6,1,"I noticed that Jack is- was more concerned about his wife and the actual children he was birthing. Um, not that he didn't care at all about them, but he just was more concerned about his wife than anything else.",sub-2021,1.0,701
2021,6,2,"I noticed that Kevin's actually a very lonely character, and he's worked hard for his career, but doesn't have much else to get back from it besides money and fame.",sub-2021,4.0,702
2021,6,3,"Only thing that I've noticed about Randall so far is that he has a good relationship with his moth- I mean his wife, and his kids, and that he really wants to be the father that he didn't have or wasn't given when he was younger.",sub-2021,3.0,703
2021,6,4,"It's, this is just more reinforcement for Kate. I noticed that she not only has a different, tryna live a different lifestyle, but she also goes to group meetings as well, and she's trying to find communities and social networks that can help her change her lifestyle.",sub-2021,2.0,704
2021,7,1,"My thoughts on Kevin and his behavior are still a little bit the same from last time, just because there wasn't much about him this time, except that I was su- right about him and Kate being siblings. I just didn't know that him and Randall were siblings as well.",sub-2021,4.0,705
2021,7,2,"I noticed that Kate and her, the man she's with's relationship has grown a little bit, and that she also cares about Kevin a lot more than I anticipated as well.",sub-2021,2.0,706
2021,7,3,"I noticed that Randall's behavior towards his biological father became a little bit better. He provided him a room in his own home, and some clothing as well.",sub-2021,3.0,707
2021,7,4,"For Jack, I noticed that he br- brought in a child that had no parents, because he had lost one of his own. And I kind of liked that his character did that. It showed that his feelings of empathy looked past, that it wasn't biological.",sub-2021,1.0,708
2021,8,1,"Jack seems nervous still about everything, um, he's just trying to make his wife feel better and he's not trying to take anything to heart whether she says something during labor or not.",sub-2021,1.0,709
2021,8,2,"I just noticed that Kevin has, still has a really good relationship with his sister more so than his stepbrother and that he wishes he could do more with his life, he wanted to change the world and he likes to talk a lot as well.",sub-2021,4.0,710
2021,8,3,Kate seems to be growing in relationship with the man she's talking to and I believe it's also making her a little happier as well helping her embrace herself.,sub-2021,2.0,711
2021,8,4,"I think Randall's, Randall's bitterness towards his biological father is a little bit justified but it's also good that he tried to recover from it and give him a home. I think his intentions at first were just to tell him off but the longer he talked to him the more he actually just wanted closure from his father.",sub-2021,3.0,712
2021,9,1,"I believe that for Kate, her intentions have grown stronger. She's trying really hard to lose weight and change how she eats and her behavior is XXX change her behavior and she has really strong thoughts on how she wants to look.",sub-2021,2.0,713
2021,9,2,Jack just has proved to me that he really cares about his wife and that he loves his kids a lot and tries directing all of them into a good future.,sub-2021,1.0,714
2021,9,3,"I noticed that Randall's behavior towards his father didn't really change that much at first he was upset and, but he actually showed that he truly did love him. I noticed that he didn't have much of a relationship with the other characters, including his siblings or his mom and dad.",sub-2021,3.0,715
2021,9,4,"My thoughts for Kevin changed a little bit. Um, at first I saw him going to his sister because he needed support, but then I also saw him going to his sister for support to support her. So I saw that their relationship is equal and that he helps them, he helps each other out.",sub-2021,4.0,716
2021,10,1,"Randall's behavior, thoughts, feelings weren't that different, in my opinion, from now until the last time, but I still am not sure how his relationship with the other characters are.",sub-2021,3.0,717
2021,10,2,"Kevin just seems to wanna help and change the world. He wants to do something for himself, and he wants to do things the right way. He also cares about his sister a lot and he wants to make sure she's happy.",sub-2021,4.0,718
2021,10,3,"Kate seems to be really close with her brother, and she also seems to want to have someone to care about, like a pa-partner, but she's also a little bit insecure about it and not sure 100% either.",sub-2021,2.0,719
2021,10,4,Jack seems to have had a bit of a relationship change with the doctor when they've related with him about a father losing a child and how his wife died from cancer the year before that.,sub-2021,1.0,720
2024,1,1,"I'm not sure what to think about Randall so far, he seems like a caring person, he has two daughters. I've learned that there's more to him than just coming home and being with his family, he works a nice office job and seems to have a soft spot for the man he brought home even though his wife wasn't necessarily happy about it and I have no idea what his relationship is to the other three characters.",sub-2024,3.0,721
2024,1,2,"Kevin seems to be some sort of famous person, I haven't learned too much about his behavior or thoughts, it seems like he's trying to make it big and I, I don't know his relationship with the other characters except for this one man who uh is older than him but possibly in a similar famous sort of situation.",sub-2024,4.0,722
2024,1,3,"Jack seems to be in a tough position, he's experiencing some sort of loss, he hasn't necessarily said anything yet but he is clearly very upset and trying to work out how to handle it.",sub-2024,1.0,723
2024,1,4,I've learned that Kate is struggling with body image issues and she has set up this system for herself with the sticky notes to try and curb her behavior but it's clearly having trouble finding a system that helps her work through her problems so far. But she has good intentions.,sub-2024,2.0,724
2024,2,1,,sub-2024,3.0,725
2024,2,2,,sub-2024,1.0,726
2024,2,3,,sub-2024,2.0,727
2024,2,4,,sub-2024,4.0,728
2024,3,1,"I think I'm most interested in Randall as a character. Each new scene adds complexity to his character. I've learned that even though he's a self-made man, he, he is really curious about his biological father even though he abandoned him. And he, he wants to establish a relationship there even though it, it may be difficult for him to admit to himself.",sub-2024,3.0,729
2024,3,2,"My thoughts about Kevin are more complex. Again, beforehand he seems like he just had this angry outburst like a temperamental actor but now I'm realizing that it could be he takes his craft seriously and feels he does a good job. But other people may be interested in him for maybe his good looks, telling him to lose the shirt, um, and and only want to please him in a superficial way. So I feel like I can understand him better. Maybe he's craving something deeper and having difficulty finding it.",sub-2024,4.0,730
2024,3,3,My thoughts about Jack have not changed too much. We gained some insight into his background but it's all tracking with what I have expected so far.,sub-2024,1.0,731
2024,3,4,"Similarly my thoughts about Kate have not changed too much. Most of her story seems to arc around her desire to improve her weight. And, perhaps in this scene I gain more confirmation about her good intentions and trying to lose weight and focus on herself and yet her tendency to let go of those goals when she has impulses for things that aren't necessarily good for her, for example her relationship with this man.",sub-2024,2.0,732
2024,4,1,"My thoughts about Jack are a bit more negative now. Clearly he's going through a really tough situation, but we gained this insight into what happens before his wife goes into distress. And, he, it seems like he could have prepared better for this moment. And, I don't know if that would have changed the outcome or not, but it, it leaves this sense of longing for him to plan better.",sub-2024,1.0,733
2024,4,2,"My thoughts about Kate are pretty much the same. I did learn that she is siblings with Kevin and she can clearly be very sensitive and caring for Kevin. It's possible her brother, who's very conventionally attractive, muscles, fit, might be enabling her a bit, mentioning, oh, don't worry about that glass of wine, but it's not clear how typical that is for their relationship.",sub-2024,2.0,734
2024,4,3,"My thoughts about Randall are also about the same, although we gained more insight into his relationship with his wife, although it seems in the very first scene already that his wife wasn't fully aware of how much Randall was searching for his biological father. An- um, and she seems not particularly pleased, but I don't know if she's negative about his search. And that's about the same after seeing this scene.",sub-2024,3.0,735
2024,4,4,"My thoughts about Kevin are also about the same, although we gain insight into his relationship with other characters, specifically that he has his sister Kate and I have a suspicion he has other siblings as well.",sub-2024,4.0,736
2024,5,1,I'm becoming more sympathetic to Kate. It seems similar to before where she wants to change her behavior with food and her relationship with eating but it's hard for her to make these changes when she's around bad influences like the guy she's dating.,sub-2024,2.0,737
2024,5,2,"My thoughts about Randall, his character are about the same. Although I'm more interested in his relationship with other characters, even though I haven't seen him interact with the three others, I hypothesize that the, the four of them are all siblings.",sub-2024,3.0,738
2024,5,3,"My thoughts about Kevin are pretty much the same. Uh, I, I think all of the scenes we saw here are similar to the ones before. Perhaps we learn a little bit more about the magnitude of this job. Um, it seems this is the biggest job he's had.",sub-2024,4.0,739
2024,5,4,My thoughts about Jack are pretty much the same as well. Although now we have some more insight into this doctor change before his wife goes into distress.,sub-2024,1.0,740
2024,6,1,"I think I feel more sympathetic towards Kevin. All of the scenes I've seen after his meltdown have supported that his main thing he's upset with is how everyone values him for his body, and he, he feels some shame towards his behavior, or at the very least at tanking his career, but his, he, he values his craft and wants to be successful in, in that way.",sub-2024,4.0,741
2024,6,2,"I feel more sympathetic towards Jack. I feel like when we see these scenes where he's very upset, and something horrible has happened to him. It's natural to feel more sad and sympathetic towards him. Um, and, we've learned Jack is really in disbelief here at the beginning of the day, before his wife went into labor, he found it impossible that anything negative could happen, and now he's in shock trying to cope with it.",sub-2024,1.0,742
2024,6,3,"My, my thoughts about Randall, now I'm wondering about his competitive side, clearly values, from the previous scene, he values is self-made man, character, his wealth, probably some competitiveness because he works in stocks or finances, and now we see his two daughters. Both of them he seems to be very supportive of, but he especially values the competitiveness of his one daughter.",sub-2024,3.0,743
2024,6,4,"My, my thoughts about Kate have not changed so much. We get to see her in her fat support group, um, and we learn that many others struggle with the same issues that she is working with. I guess I'm also thinking more about this theme of characters' relationships with their bodies. It seems to be a, a parallel between Kate and Kevin, but in opposite ways.",sub-2024,2.0,744
2024,7,1,"In the previous scene there was some point where we saw Randall's father being handed some blankets and in the house. So it seems like Randall has invited his biological father into his home. So this makes me think Randall is, is caring and warm even though he has this complicated relationship with his past and his father.",sub-2024,3.0,745
2024,7,2,"We, we learned a, a key outcome of Jack's behavior which is adopting the third child paralleling his own relationship with his siblings. And this, is a cute way of wrapping up the whole story. And so this does confirm to me that he has trouble facing reality in a way. He said he had three cribs at home, he's going to be, bring three babies home. And this is his way of, of forcing that reality to be true even after a tragedy. But it happens in sort of a beautiful way where you want to forgive Jack for being so obstinate.",sub-2024,1.0,746
2024,7,3,"I don't think I learned too much about Kate in the previous scene, so I feel about the same towards her.",sub-2024,2.0,747
2024,7,4,"I also think I, I don't learn too much about Kevin in the previous scene. We, we still know they're all siblings and he's asleep on Kate's couch, we know that they're close and we see the picture of the three of them.",sub-2024,4.0,748
2024,8,1,"Um, I feel like I didn't learn too much about Kate in these past scenes, so my thoughts about her didn't really change.",sub-2024,2.0,749
2024,8,2,"My thoughts about Randall also didn't really change. The scene we saw with him, it's so similar to the one beforehand. I feel like I learned more about his father than I did about Randall specifically. But XXX just to rehash it, I, I feel like you can tell he has this longing for his father to have some sort of regret about leaving Randall behind, especially related to his current success.",sub-2024,3.0,750
2024,8,3,"In the past scene, we learned Kevin has this historical event that he considers a turning point in his relationship with excellence and this desire to be great, which is sort of interesting. A lot of his character so far has involved how other people want him for his body or how attractive he is. And he has this side to him that craves excellence and even remembers these great historical events in detail and he reflects on them in a philosophical sort of way, which is an interesting contrast to how the world views him.",sub-2024,4.0,751
2024,8,4,"Um, my thoughts about Jack are about the same in the last scene. Rather than get the sympathetic side, you get this more cocky side that comes out occasionally.",sub-2024,1.0,752
2024,9,1,"I've learned that in, in regards to Randall's relationship with his parents, his adoptive parents, it's possible they may be dead. I don't know. We've also learned that his biological father, who we found, may also be dead soon because he's dying which suggests to me now I'm wondering maybe he searched for his biological father due to his parents' death or at the very least he's seeking out this parental relationship and looking even more for this resolution.",sub-2024,3.0,753
2024,9,2,"Uh, my thoughts about Kevin are about the same. We've seen a few more scenes that confirm his previous behavior and frustrations and so that's interesting to watch but everything tracks with what I've suspected so far.",sub-2024,4.0,754
2024,9,3,"Um, in the last scene, I probably feel more positively about Kate and optimistic for her trying to make positive change in her life by throwing out all of her sweets. Possibly this is due to the fact that her date is no longer around. He seems to be a, a bad influence on her in general.",sub-2024,2.0,755
2024,9,4,"Um, my thoughts about Jack are about the same as well. We get to see a bit more, uh, of his negative behavior, I would say, and pushing his wife but nothing too horrible about the same as what we've already seen.",sub-2024,1.0,756
2024,10,1,"My thoughts about Kate changed a little bit. I'm wondering what her job is that she doesn't think it's a real job. I'm wondering what if it has to do with her image and perhaps that's why she feels she can't have that sort of job or career the way she wishes. I've learned that she really wants to have a family and a relationship like her parents, which makes me more sympathetic to her starting to date this man she's met at her fat support group. Maybe that's why she's more willing to try dating him, even though she knows he's a bad influence for her, trying to lose her weight. And we also get to see how her goals possibly deepen her bond with Kevin, who also wants to be great. So we learn a bit more about her relationship with Kevin in that way.",sub-2024,2.0,757
2024,10,2,"In one of the scenes, we hear Kevin mention the, the teacher launched into space that happened in the second grade and he jokes with Kate about being more of a nerd. That might have been the last time, I can't remember, but it just reinforces this idea of Kevin's complexity and how he wants to be loved and praised more for these intellectual components that we didn't see before. We also in the scene with him, uh, acting, we see these three triplets in the audience. Uh, in their shared crib, and so I'm wondering whose kids those are and what the relationship is with that. If it was just a chance audience member and it's a, a random aspect of the triplet motif or if he has a deeper relationship with these babies.",sub-2024,4.0,758
2024,10,3,"My thoughts about Randall are about the same. Clearly he's coping with his adoption as a baby. Um, and we get to see a little bit more about how he interacts with his wife in this way, but his distressed reaction at bringing his father home is pretty much what I expected and we saw hints of that before already.",sub-2024,3.0,759
2024,10,4,"My thoughts about Jack are more or less the same. I don't think the scenes we saw revealed too much about Jack's behavior specifically, but more so about the doctor who was delivering his child. Um, and we get to learn a bit more about the parallels between their stories. So maybe this reveals a bit more about his relationship with this doctor and the way they're similar and he takes them very seriously.",sub-2024,1.0,760
2027,1,1,"Oh Kate. Um, I don't know XXX my thoughts were about Kate of just like oh great another movie of like fat phobia and a woman trying to lose weight like I don't know. So I guess it was just like I don't know sadness and compassion for Kate and annoyance for the movie.",sub-2027,2.0,761
2027,1,2,"Randall. Um, once again my thoughts here are curiosity. Um, see if like this older guy is maybe his dad. Why doesn't he have a relationship? Why the choice of like not telling, uh, the kids who this guy is? Um. Yeah. There's some secrecy in his past that that I'm curious about.",sub-2027,3.0,762
2027,1,3,"Kevin. I feel like there wasl the least about this guy. Um, but also just curiosity so far of like who's this older guy to him? Why isn't he on stage? Yeah. Too early to tell.",sub-2027,4.0,763
2027,1,4,"Jack. Um, also compassion it sounds like his wife just gave labor and didn't go as planned. Um, I thought it was great healthy masculinity. He's crying. And um, and just yeah feeling compassion for him.",sub-2027,1.0,764
2027,2,1,"I guess XXX confrontation of like, she, like, is trying really hard to lose this weight and also internalized fatphobia. Um, and I guess it's affecting how she relates to other characters in that, like, I can't fall for a fat person right now. Um, so it's still just like curiosity and compassion.",sub-2027,2.0,765
2027,2,2,"Jack, um, nothing's changed. He's by his wife's side, um, so maybe like, okay, I guess he's a good husband. Um, yeah, and that's about it.",sub-2027,1.0,766
2027,2,3,"Kevin. Definitely learned more. Um, maybe some judgments, of, okay, another like, this white male having an outburst and being angry publicly and without accountability, question mark. Um, also just curiosity on why and like, is he taking it XXX for himself XXX. So, just question XXX judgement. And, yeah.",sub-2027,4.0,767
2027,2,4,"I think it makes sense if you're just meeting your father for the first time, there might be some anger. Um, but then he has compassion for him and for his father and I guess I have compassion for Randall of like, you know, whatever is happening he's willing to meet him and bring him home to his kids. So, curiosity on where that will go.",sub-2027,3.0,768
2027,3,1,"Um, I guess maybe now that I think about it, not that there XXX some provocation, but like, his relationship with the writer might be a little bit more complicated, and maybe he doesn't have that much agency, um, so maybe now I have a little bit more compassion for him.",sub-2027,4.0,769
2027,3,2,"Kate. No not really, nothing changed, like, what did I, uh, nothing really in terms of like, how my thoughts changed, and then what I learned, this has to be like an early 2000s movie or something, like, I don't know, it was just like, ugh, the socialization of like, women owe nothing to men, but that behavior is being shown here, so it's just like, annoyance.",sub-2027,2.0,770
2027,3,3,"Jack, um, I don't know, did my thoughts change, not really, oh I learned he's 36, that was an, ugh that was another earlier aha moment I forgot about Randall's also 36. Thoughts about Jack, I don't know, playing up the, stereotype of dudes being like, very sexual, um, XXX an eye roll here, but no change or thoughts about him.",sub-2027,1.0,771
2027,3,4,"Randall, yeah, definitely learned a lot more context, um, definitely think he's a little arrogant, um, like, I get it, he's angry, but, I don't know, that's a, a weird detail to like, blast that XXX that you bought your expensive car in cash, but okay, and he definitely accepted the invitation to go in very fast, so, that surprised me.",sub-2027,3.0,772
2027,4,1,"Thoughts on Randall, um, well we learned like, he's paid a lot of money for this investigator, he probably has a healthy relationship with his wife. At least somewhat and he's like sharing his feelings after and like, you know, after looking for his dad, um, and I think something's motivating him he doesn't fully understand. Cause, he doesn't know why he reached out, um, but, I don't know, it's just XXX I guess. And like, XXX juggling his personal stuff, with his relationship, with his kids. This is happening at one of the soccer games.",sub-2027,3.0,773
2027,4,2,"Yeah, so my thoughts definitely changed about Jack, like oh this guy's also a little arrogant. Um, and just like, I don't know, just a little like, ugh, maybe disgust? Of, like, why is he so strong on just like doesn't even want to hear the, awful complications, it just seems like unrealistic. Especially knowing what I know that shit doesn't go as planned. Um, but, I don't know, his wife's into it. Um, and, yeah. Yeah, just learned all that.",sub-2027,1.0,774
2027,4,3,"Kevin, um, he's just XXX here, and, okay, um, Kate is his sister, and that something, I don't know, I know something happened about with his parents as well. Um, I guess I learned he goes to his sister when he's sad and just to deal with emotions.",sub-2027,4.0,775
2027,4,4,"And then Kate. Um, well, before I knew that was her brother, I was like, why can't this guy be a love interest? And then, that's her brother, um, so, I don't know, she's there for her family, there for her brother, they have a good relationship. Wonder if she was in the middle of something, and that's why her love interest showed up. So maybe she drops everything for family.",sub-2027,2.0,776
2027,5,1,"Yup, I think I unfairly judged him a little too harshly in the beginning. Um, it's complicated with this like rude writer on his show. He's trying hard and, yeah. This white male is also hurt. Um, feel like I'm just learning more about my life too. Um, and that yeah we learned he really does care and just like his workplace is probably a little toxic too.",sub-2027,4.0,777
2027,5,2,"Um, maybe I learned more about his wife than him. And that now I'm like well why didn't he butt in earlier about the doctor other than just like oh is this a bad joke, like. Now I feel like I'm more judgy towards this guy.",sub-2027,1.0,778
2027,5,3,"And then, all of the, what I learned, like, they this is her birthday dinner too, and, I don't know XXX strange and like XXX, is still like, food is always on her mind it seems.",sub-2027,2.0,779
2027,5,4,"And, Randall. I guess just like, well I saw the email about like it's your birthday XXX, so. I don't know maybe he doesn't celebrate himself in the workplace. Although, he had all that like self celebratory arrogance energy at his father so. Yeah, just learning more context.",sub-2027,3.0,780
2027,6,1,"Um, I think nothing like my thoughts about Randall did not change. And just learned he's a team with his wife so that's great. And like intentions, um, oh yeah he I don't know I wonder if he like favors the daughter that's more competitive and into the sports.",sub-2027,3.0,781
2027,6,2,"And Jack just like having some more compassion. Um I know somebody who was in this similar situation hence my like one tear that ran out, um, and I don't know just like compassion for this guy cause this is really rough.",sub-2027,1.0,782
2027,6,3,"Kevin. XXX probably using women to like cope with his existential crises or whatever that birthdays are times when these things come to a head and they can. Um, so that's what I learned about him.",sub-2027,4.0,783
2027,6,4,And Kate. I just feel like this is the character that's like and maybe this is my just my own annoyance like all we know about her is like she's a sibling to Kevin and wants to lose weight but not much dimensino there.,sub-2027,2.0,784
2027,7,1,"Ugh, yeah, some of that masculinity stuff is explained in like, this is, ugh, I don't know what, decade, but Iran stuff happened. I wanna say the seventies based on all their wide collars, um, so, XXX hipster, but, XXX fashion has come back. Um, so yeah, just a little bit more understanding of like, oh, I guess he's a little bit a product of his time, but also like, that's really like, sweet of him to like, take in this third child. I feel like I'm still a little jaded of like, this guy also has an ego of like, aw shit, sorry, XXX, um, you know, there's gonna be three babies! And, just like, okay, well there were three babies in the end, he was right. I didn't want to give him that satisfaction.",sub-2027,1.0,785
2027,7,2,"Randall, um, just like the big realization of like, oh, and like, that's also how he's like, you know, was so successful having the support and like, I don't know. I mean, awful things are easier, but just like, got really lucky by being taken into a white family.",sub-2027,3.0,786
2027,7,3,"And Kate. Um, I don't know, I still feel like she's the one I got the least about. Even though she's one of the three, still seems like a side character.",sub-2027,2.0,787
2027,7,4,"Um, no, nothing really changed, just like, okay, he's one of the three now, and, well, maybe like, oh, there's a big poster of him that's signed for his nieces, or, I don't know, the children that. Actually no. Oh right, yeah, for Randall's kids, that was for Randall's kids, yeah. I guess I was also like, why aren't they reaching out to Randall on his birthday? Well that's maybe for everyone, not just Kevin.",sub-2027,4.0,788
2027,8,1,"Um, her relationship, like she's really into Toby. It's coming out in these subtle ways, and I don't know, I still feel like we learned more about Toby. And, also could not suppress an eye roll in that scene. Um, my thoughts about Kate are about the same.",sub-2027,2.0,789
2027,8,2,"Thoughts about Jack. No, stayed about the same. This is like, you know, he realized the twins are gonna have the same birthday. I think like, is that meant to show like, he's trying to be funny or he's a little bit aloof? Um, but just like, I don't know, realizing stuff. And like, leading the situation head on and not thinking ahead to like, ramifications, XXX.",sub-2027,1.0,790
2027,8,3,And then Kevin. This guy just hasn't processed his feelings or thoughts before. So I think that's about what I was thinking earlier.,sub-2027,4.0,791
2027,8,4,"And then Randall, um... Well maybe now that I know like, he grew up with Kevin, so maybe the theme is just like, going and not always stopping to think. Yeah.",sub-2027,3.0,792
2027,9,1,"Um, I don't think any of my thoughts changed. It's like he is figuring it out in real time. Of like, how he feels about this guy. And I think he just, you see him navigating that. Like, you know, he's happy how his life turned out and now he;s trying to figure out how he feels about his biological father. And then it's like, oh shit he's actually dying. So just like compassion of like, Randall's in it and we see it.",sub-2027,3.0,793
2027,9,2,"And Kate. XXX just a little sad and like, her character is not given much. It's just like, food and no willpower and just like, I don't know, compassion for her and annoyance at the writers of this movie. I don't know. It's just like, ugh, yeah. It's more annoyance of just like, why do you have to ask about the dog poop like that.",sub-2027,2.0,794
2027,9,3,"And Jack. I don't know. He's a little bit more judgy than when I started. We learned like, he's a little stubborn and has this big ego and gets what he wants. And not like in a bad abusive way. It's just like, well that's how he is. In a little bit of an eye roll way. Eye roll.",sub-2027,1.0,795
2027,9,4,"And Kevin. Oh it's nice that he shows up for his sister after she hurt her ankle. Um, and I guess like, he's a little softie on the inside and some compassion for him there. And that yeah, he has a healthy, question mark relationship with his sister. At least they're there for each other.",sub-2027,4.0,796
2027,10,1,"Um, no nothing really changed in terms of my thoughts about Jack uh. What did I learn? Like maybe this guy didn't have good examples of I don't know masculinity accepting emotion this is me getting way too into this movie I think um but in a moment of weakness he's open to hearing somebody else's thoughts. He's a little arrogant earlier I think he's open to it here.",sub-2027,1.0,797
2027,10,2,Thoughts about Kate just learning like oh she did have like dreams um it's just that same like you know you know internalized fat phobia um. Further confirmation that Kevin and Kate support each other in the ways that they are capable.,sub-2027,2.0,798
2027,10,3,Thoughts about Kevin. Just more curiosity like once XXX real babies and then the fact that there are three. Part of some curiosity of like why did the three babies reflect them three or is it three babies 'cause babies are fussy.,sub-2027,4.0,799
2027,10,4,"Randall, um, just seeing like okay he definitely like picked up similar coping strategies as his adopted father and Kevin in terms of like going and maybe not stopping to think of not think but just like process and then it's all piling up. He also has an outburst like Kevin like different impact not as like career impactful but like maybe impactful on a personal level so they're both having these like outbursts.",sub-2027,3.0,800
2030,1,1,"Um, so Randall, I don't know much about him at this point. Uh, he and his wife, I think named Beth, he and Beth shared a look at the end of the first scene where she was like what did you just do and he was like I know you're mad. So he's acting and making kind of, some kind of big decision bringing this old guy into their house, uh, without ask- uh asking his wife if, if it's okay. Um, so, XXX yeah that's really all I know about Randall. Is he's got a wife and kids. He's clearly got a very well paying like corporate job. He has a very nice house and, um, he's made some kind of big decision to, uh, involve this strange, uh, new man in their home, uh, without making sure it's okay with his, his wife.",sub-2030,3.0,801
2030,1,2,"Um, Kate we learned has like I said, uh, a bad relationship with food. She's full of shame and negative thoughts about her weight and, uh, she's using Post-It notes to try and, uh, keep herself from overeating. Also we learned that, uh, it's her birthday and she's not happy about it being her birthday.",sub-2030,2.0,802
2030,1,3,"Kevin. Um, so Kevin is an actor and, uh, yeah honestly that's all we really know about him at this point. Um, he was barely in that scene at all. Um, he's I guess an up and coming actor. Uh, so the other guy Alan Thicke kind of treats him like a, like a XXX newcomer to the scene. Like, like you'll get there one day kid. Um, so he's an up and coming actor. Maybe he's struggling. Uh, it's not clear if this show that he's on is like his first big break or maybe it's like a step down in his career. Um, but he's not like a super successful actor.",sub-2030,4.0,803
2030,1,4,"Jack we've learned, um, is going through a very emotional experience. His wife has just given birth to children. Sounds like triplets maybe. And, um, apparently she's not doing well. Like I think she's in surgery or in recovery from surgery, um, and Jack's clearly very distraught about that. I think he cares about his wife I'm sure. And that's all we know about Jack.",sub-2030,1.0,804
