subject,run,order,transcribe,subid_check,character,index
1017,8,3,"I, I really like the, the fact that after, in this, in these scenes he um just got an information that his work was changed because of uh um some changes in the script. So, I don't know, I felt that he is a bit shocked with the fact that they XXX decided to change it. He later refers to that, he refers to the fact that the guy wrote the lighter scene himself, which is not the best script ever, maybe. And, I don't know, maybe that's why he reacted this way later and all that, after um learning the fact that they don't care about a good show. Because he was proud of himself before he gets to know that the script was going to change. So, I just think um he is um disappointed in the fact that uh the script is going to change for the worse. With some very silly jokes. And, I don't know, losing a shirt, that was just a XXX situation.",sub-1017,4.0,231
1017,8,4,"I still feel bad for him. Okay, he, he takes a bit like a douche because he is, you know, showing off with his, um I don't know, his fancy car and just his family and everything. But, at the same time, I can understand why he behaves like this. He is just trying to impress somebody that he may never see again. He is, you know, trying to reflect that um he doesn't care about his opinion, but I can clearly see that it's not true or I mean that's obvious and XXX no one would be surprised about that part. But, I really like the reaction of the dad. That he's just, instead of, you know, just fighting with him or just saying that, oh really, he just said maybe you should want to come in. It was, it was nice.",sub-1017,3.0,232
1017,9,1,"I'm just thinking that he's having a hard time because he's getting older and he does you know lots of jobs that he's famous for. Of course he's um unsuccessful in some ways but he doesn't have like other things in his life. Um so maybe that's why he didn't maybe care about the meaningless relations with you know the girls that were like approaching him. I mean, I feel kind of bad for him being in this situation but at the same time he's not dealing with it badly. He's just lost so... you know.",sub-1017,4.0,233
1017,9,2,"I was expecting that he might, I don't know, find a bad side of him somewhere but he just seems like a fairly sweet person, caring person and uh someone who's really um cautious about um his family and and um his wife and I really find him um appealing to XXX and I really appreciate the fact that he was just trying to get to his wife as soon as possible. So, he seems like a amazing person.",sub-1017,1.0,234
1017,9,3,"I don't really mention that his um behaviour to kids and the wife is really great and uh the only  concerning maybe a bit was that he... One of his kids, she doesn't want to play soccer for sure but uh they are still, you know, showing the affection to both teams to both kids XXX. It was a really um nice, adorable scene that they were like, switching sides to be for both of them so I think in terms of effort all this, was his dad good father.",sub-1017,3.0,235
1017,9,4,"I'm not sure if anything changed right now. She's just you know um, there was a scene that uh the brother was calling and she didn't pick up the phone but you know something happened so I don't think it has like changed the way I see her as a good person. Um, it seems like XXX stayed with the brother and they were like talking and she was like for him there. So yeah, I, I really like the relation they, that they have like XXX and her brother.",sub-1017,2.0,236
1017,10,1,"Not really, I just feel, um, that's not really, I mean, not much things changed about him because I feel really that he's a nice guy, caring and, and really, um, you know, just open-minded and just really nice for something.",sub-1017,1.0,237
1017,10,2,"I really like this part cause she was referring to her, I don't know, her self from the past, it was really interesting, so like she knows herself so well that she can lift the note and under the note another note, so it was, it was really nice to see that someone is planning like this. And, but it-, it wasn't, it was surprising because she was so committed to her decisions that it was like another um point of view for, for her. Um, but it was like a relationship uh XXX to Kate and that she is trying to be nicer to herself and trying to be healthy. So I really like the fact that she left the note and was like trying to get better.",sub-1017,2.0,238
1017,10,3,"He was so committed to this work and so nice to this guy that was just in the scene, that I felt bad for him, that for him, no for him that, you know for that the, the scene just changed completely and he just, from regular actor, he just become a good-looking guy, and just really and sad a bit. So I really like that he's polite and he was so committed to his work.",sub-1017,4.0,239
1017,10,4,"I wonder if he told his wife that he is bringing the, I mean I'm sure he didn't tell his wife that he is bringing the dad or the guy with him, but I wonder if he even like told her that he is uh trying to, to look for, for him and like look for him. I know he did like in the some of the previous scenes but like he is literally going today to find him and talk to him. And um, it was very interesting to see the way he like introduced the, the dad. It wasn't, he didn't use like the word grandfather so he's like cautious and he's uh careful with his choices. Like he didn't say grandpa, he didn't like say uncle, he just said a name so it's like a XXX version of introduction for kids but I but I can understand that.",sub-1017,3.0,240
1020,1,1,"from what I saw, I think Jack is very loving,, as he, as I can see they his wife slash girlfriend. he's kind of, I don't know, the fact that he was naked, um, he's kind of like, I want to say, very rambunctious and out there, especially regarding how he loves. And, yeah, that's all I have about Jack. I'm trying not to move, oh my goodness, okay. ",sub-1020,1.0,241
1020,1,2,"Kate, I feel like she's very not secure with how her life is going right now. but very few people, aka, Kevin, who she's close with, she cherishes that relationship. Um, and that's all I have about her. ",sub-1020,2.0,242
1020,1,3,"Randall, kind of how I said earlier, um, he definitely has the most tragic XXX backstory, I feel like he has a lot of sad tales within his life time. Um, and he is someone who is a very good friend and is very selfless and thinks about others, especially how he was depicted in that clip, with his friend.",sub-1020,3.0,243
1020,1,4,"Um, and I think Kevin is someone who, um, is very kind and, um, thinks about others while also good at comforting, especially how he helps Kate, not only with her slip, but also, um, XXX kind of cheesy, but with a heart, because it was with ice cream, and I thought that was really, um, very clever, um, and a good way to make someone feel better.",sub-1020,4.0,244
1020,2,1,"Um, I feel like Kevin, I still think he's, um, very kind and sweet. But definitely, it's more negative relationship with his work. Especially, feeling like he wants to do something more than take his shirt off and uh do whatever the executives tell him. Especially being told that he's very replaceable, which is a major red flag. ",sub-1020,4.0,245
1020,2,2,"Randall, um, again, uh not really much change. I just feel like he's a really good dude. Especially, as I said earlier, his whole cohort was um wishing him a happy birthday. And, yeah, just shows that he is a good dude. ",sub-1020,3.0,246
1020,2,3,"Um, Kate, I, I guess my thoughts have changed a little bit. Uh, it went from the first two clips from the last sequence, seeing that she kind of felt defeated. And then now, I kind of feel her trying to take control of her life in a way by going on that date. ",sub-1020,2.0,247
1020,2,4,"Um, my thoughts on Jack didn't really change. Uh, I still feel the same about him, um, the way he cherishes his wife. And, yeah, not much has changed since the last.",sub-1020,1.0,248
1020,3,1,"Um, my thoughts on Kate didn't really change. Um, the scene where she throws away a lot of food, compared to the scene where she checks her weight, once again kind of shows um, her relationship with physical appearance, and food, and calories, especially with her saying like, ""oh, this is so much calories"", after drinking that wine. Um, so far not much has changed, just XXX she is a good sibling and friend, while also trying to get her life together, um, the way that she envisioned it.",sub-1020,2.0,249
1020,3,2,"Um, Randall, I, I like him even more, because not only of his um, selfless personality, but also um, going to his workplace, and also him being a good dad, and breaking the cycle to him treating his kid, compared to how his dad treated him. Um, especially now, him wanting to have the relationship with his dad, find him, and maybe um, start that bond, kind of shows um, how good of a person he is, and yeah.",sub-1020,3.0,250
1020,3,3,"Um, Jack, again, didn't really change, just um, once again shows how much he loves his wife, especially how he reassures her, and he's telling the doctor that, you know, she's going to be okay, she's going to be fine, even though I feel like it's not gonna be fine, um, for the plot, but yeah, not much has changed. ",sub-1020,1.0,251
1020,3,4,"Um, I feel like my thoughts changed about Kevin a little bit, regarding um, the kind of things he wants to do with his career, obviously um, he was able to kind of stop the toxicity that his work was treating him in, um, but other than that, not much has changed.",sub-1020,4.0,252
1020,4,1,"Um, again, I don't think my thoughts on her changed a lot, just that she is more taking control of her life, and seeing progress. Um, and that she is, again, like seeing her on the date and XXX the date shows that it's kind of working. ",sub-1020,2.0,253
1020,4,2,"Um, once again, I don't think Randall my thoughts have changed that much. If anything, again, got more positive, especially showing that he invited his own dad, and the breakdown that he kind of had, um, shows how big of an event this is, but if done well, will change his family's life for the better, I believe. ",sub-1020,3.0,254
1020,4,3,"Um, I feel more bad for him, sorry for him, especially, um, seeing that his wife is officially gone, and he's going to have to be a lot more strong, especially taking care of triplets, which is no easy feat. Um, but, yeah. ",sub-1020,1.0,255
1020,4,4,"Um, Kevin, I feel like his behavior, um, in relationships, especially with Kate, again, shows how kind he is, thoughtful, but I'm still curious on why specifically this scene where he has to breastfeed a baby is, um warranted the breakdown that we saw earlier.",sub-1020,4.0,256
1020,5,1,"Um, I feel like my thoughts on Kevin kind of changed, but also not really. Um, the fact that he wants to change his path to something more meaningful, um, that's still up for debate, but he's definitely in the right direction according to him. And also that, again, he's a good brother.",sub-1020,4.0,257
1020,5,2,"Um, Randall, I feel like my thoughts have not changed much, again, just showing that the rocky relationship with his dad is now much shorter, especially from what I now know from the very first clip that was seen. ",sub-1020,3.0,258
1020,5,3,"Um, Kate, I feel like changed, again, for the positive. Showing that she's taking initiative, not only uh seeing who she went on a date with and how they met, which was the gathering of supportive groups for, um, women with a negative relationship in physical perception. ",sub-1020,2.0,259
1020,5,4,"Um, I feel like Jack, my thoughts on him didn't really change, um, just being a dedicated husband and, once again, um, about to be tasked with something very great, especially involving looking after, um, his wife and her pregnancy. And, uh, I guess now that he has a better relationship with the doctor, Dr. Schneider.",sub-1020,1.0,260
1020,6,1,"Um, my thoughts on Randall changed, um, again, the respect for him goes up even more, and I just realized, again, that scene where he asks his dad if he wants to meet his grandkids was probably right before, um, him having a breakdown and laughing slash crying in front of his wife and kids. Um, but yeah, it just shows that he is, once again, breaking the cycle and getting the whole family together in this precious moment on his father's borrowed time. ",sub-1020,3.0,261
1020,6,2,"Um, Jack, I feel like, no, not Jack, yes, Jack, he is still the same to me, once again, being supportive with his wife and doctor. ",sub-1020,1.0,262
1020,6,3,"Um, Kate, again, not much has changed, just more respect, um, I learned that she is definitely, um, on the goofy side, especially with that line to Toby, being that she's always on the line, while Toby crosses the line, um, it shows that she likes a good sense of humor. ",sub-1020,2.0,263
1020,6,4,"Um, Kevin, once again, I feel like not much has changed, um, from the last time. Just him wanting to be, um, on a more meaningful path, career. ",sub-1020,4.0,264
1020,7,1,"Um, I feel like this, once again, shows that the environment that you are lived in and raised is very important, especially because seeing that his behavior of being brought up in love influences that, and is why he was able to take his birth father back and then share the relationship with his own family. ",sub-1020,3.0,265
1020,7,2,"Kevin, um, I feel like, once again, um, I feel like not much has changed with Kevin. He's an all-around sweet guy, and about to change his XXX career. ",sub-1020,4.0,266
1020,7,3,"Um, Jack, I feel like it changed a little bit. It went from his devotion to his wife to now uh devotion to his overall family, especially um helping another life, even though he lost one of his own. And I think that was very beautiful, um how that all was sequenced.",sub-1020,1.0,267
1020,7,4,"Um, I feel like not much about Kate changed for me, just that, um, similar things with her brothers and, um, Toby. I was going in a positive direction with her taking back control of her life.",sub-1020,2.0,268
1020,8,1,"Um, I feel like my thoughts on Kevin, didn't really change. Again, it kind of just showed that he was, well, besides the fact that he was able to take initiative into changing the script of the show and the vibe. Um, and just the fact that, again, he wants to change his life trajectory into something more meaningful.",sub-1020,4.0,269
1020,8,2,"Um, again, I feel like Kate, my thoughts on her didn't really change, just the fact that she's more open to new things, especially new relationships. Um, seeing that she was hesitant on letting Toby in, and now that, well, right after, not too, too later, he was able to come inside her house. ",sub-1020,2.0,270
1020,8,3,"And then my thoughts on Randall did change, especially with, um, he did all that speech, um to kind of show off to his father, saying, haha, I'm living a great life. But as soon as his father asks him if he wants to come inside, he immediately obliges, kind of showing that deep inside, he wants to have closure, but also um reunite with his father in a positive manner.",sub-1020,3.0,271
1020,8,4,"And then Jack, um, XXX on that clip, my thoughts didn't really change, um, just that once again he is supportive with his wife.",sub-1020,1.0,272
1020,9,1,"Um, I feel like my thoughts on Randall didn't really change, again. Pretty similar, especially showing how supportive he is with his daughter, as I saw. And, um, yeah. ",sub-1020,3.0,273
1020,9,2,"Um, I don't think my thoughts on Jack changed, just that he's still taking it seriously or severely, especially how intense the news is. And, um, just showing again how much of a supportive husband he is, with his persistence of trying to see his wife, um, towards the doctor. ",sub-1020,1.0,274
1020,9,3,"Um, my thoughts on Kate didn't really change, just that she is kind of taking her life and molding it the way that she wants. And she's taking those good footsteps. Um, once again, seeing how she is with Toby and, um, support group. ",sub-1020,2.0,275
1020,9,4,"And my thoughts on Kevin, once again, they remain the same. Um, especially with his job and relationship with Kate.",sub-1020,4.0,276
1020,10,1,"Um, I feel like Randall once again my thoughts have stayed the same. How he was able to reconnect with his father and bring his family together in a full circle. Um, once again shows that despite his beginning, he was brought up in a home XXX full of love and good relationships. So he was able to break, um, I guess the troubled path that he had regarding his birth XXX.",sub-1020,3.0,277
1020,10,2,"I feel like my thoughts on Kate didn't really change, um, and still stayed the same regarding the relationship. Um, and just her taking control of that with the food.",sub-1020,2.0,278
1020,10,3,"Um, again, my thoughts on Kevin did not change. Still stayed the same on how he wanted to, um, change his kind of job outlook, especially with the change in the script that we saw in that clip.",sub-1020,4.0,279
1020,10,4,"And then my thoughts on Jack once again did not change, just merely grew. And it showed that, well, I guess it did change because he went from mostly caring about his wife, um, to XXX himself. Let's see, after that talk with the doctor, form a relationship with the doctor, and um, eventually taking home Randall, which changed Randall's life for the better.",sub-1020,1.0,280
1023,1,1,"Uh, Kate, um, I believe that she is hitting a difficult period in her life. Uh, she doesn't really have a direction where she's going, and uh she is taking a lot of time to deal with things. She doesn't really, hasn't really come to terms with that she's like an adult and getting older.",sub-1023,2.0,281
1023,1,2,"Uh, Randall, I-I believe he is uh a person who is very set in like things that are happening, and, uh, when things change, he is not really all that prepared to deal with that change, uh, as when the person he was talking to said he was sick and dying, he tried to just play it off as, oh, you're just sick, but yeah, he's dying.",sub-1023,3.0,282
1023,1,3,"Uh, Kevin, I believe he, uh, does things, well he did things for other people's benefit and tends to bottle things up, uh, but that bottling up does come to like a tipping point.",sub-1023,4.0,283
1023,1,4,"Uh, Jack, I think Jack is, uh, just a little self-centered. Uh, he kept pressuring his wife to do a little dancey dance, uh, even though she didn't really want to, but I think he's very set in what he wants to do.",sub-1023,1.0,284
1023,2,1,"Uh, my thoughts about Randall. Uh, they changed a, mmm, they didn't change persay, but it like expanded my view. He cares a lot about the people around him and in turn they care about him. So he builds a big community, which is probably why when that community is threatened, he, uh, is very upset about it.",sub-1023,3.0,285
1023,2,2,"With Jack, um, it didn't really change, but I got like a further insight into, uh, his like values about like family. He's very doting of his wife, but he doesn't seem to connect with her very well.",sub-1023,1.0,286
1023,2,3,"Uh with Kate, uh, my view on her was expanded a bit. Uh, I could see a little more of her struggle, uh, how she's moving into, uh, like relationships with people around her. How she still very much cares about her image and how age is also a very big part of her story.",sub-1023,2.0,287
1023,2,4,"Uh, with Kevin, uh, nothing much changed with my view of Kevin.",sub-1023,4.0,288
1023,3,1,,sub-1023,4.0,289
1023,3,2,,sub-1023,3.0,290
1023,3,3,,sub-1023,2.0,291
1023,3,4,,sub-1023,1.0,292
1023,4,1,"Uh, Kevin has become more, I see him as, like, more caring after this, like I think he cares about the world around him and the people and relationships he has, but it seems like he cares through, uh, very, very big XXX, uh, to the point where, uh, he's very passionate about what he does.",sub-1023,4.0,293
1023,4,2,"Uh, Randall, um, my views on Randall are, well, has changed to be that he usually sees himself as someone who, um, has his stuff figured out, but when something comes along and challenges that, he doesn't really know how to handle it if it's not, like, something that's not even laid out and planned out.",sub-1023,3.0,294
1023,4,3,"Uh, with Kate, uh, nothing's really changed, but her feelings of, like, uh, self-hatred and, uh, just, like, not being comfortable with who she is really, uh really seem to like shine through, and she, her, she's entering a little bit of a recovery. She has, uh, a good support network with her, I'm assuming her boyfriend and her brother, um, and I feel if she didn't have that support network, her behavior would be more self-destructive.",sub-1023,2.0,295
1023,4,4,"Uh, in Jack, um, I feel, especially with the scenes, that his behavior is a bit of a front. Uh, he is more, more worried about things than he, than he lets on, but he puts up this, like, no-nonsense, uh, figure so that, uh, no one can be let on.",sub-1023,1.0,296
1023,5,1,"Uh, with Kevin, uh, it changed a little. It shows that, uh, it more so reinforced his desire to be, like, natural, uh, and authentic. But, I think, XXX these scenes, it really, really showed that, uh, he hates, he's an actor, and he's performer but he hates performing. He hates putting on a front that isn't authentic to himself.",sub-1023,4.0,297
1023,5,2,"Uh, with Jack, uh, my thoughts are, uh, at the very first scene, I thought he was kind of, uh, a polite way to say this, kind of a crappy person, because he was very demanding. But I feel that it's less that he's an XXX egotistical person, and more so that he's a very worried person, and so he needs to have, um, he needs to feel that everything is okay, because, uh, he can't really have less than that.",sub-1023,1.0,298
1023,5,3,"Uh, with Randall, uh, I feel more so, with these last couple scenes, that he's the type of person that will just pretend everything is fine, even though it very clearly isn't. Uh, and he won't deal with anything that's wrong until he's confronted with it. Uh, if it is not right in front, if the problem isn't right in front of him, then he's gonna pretend that it's not there.",sub-1023,3.0,299
1023,5,4,"Uh, and with Kate, uh, I feel that she's become, uh, well, I know she's very concerned with her self-image and stuff, but I feel that, uh, I'm now seeing a new side of her that leads into her interactions with other people, and how she interacts with society and people in a similar position.",sub-1023,2.0,300
1023,6,1,"Uh, Randall, uh, at the very beginning, I thought he was kind of a, like, steady-headed person, but the more I watched him, the more I realized that he really just doesn't know what he's doing, and he, uh, especially when things change, he's just trying to keep, uh, that flow, but he's prone to impulse and prone to making very bad decisions when he doesn't know what to lean on. ",sub-1023,3.0,301
1023,6,2,"Uh, with Jack, uh, nothing really changed. He is still, he's a guy who puts on a front to, uh, hide his worry. ",sub-1023,1.0,302
1023,6,3,"With Kevin, uh, I realized that he's very, he's, um, it sort of reinforced that he's a very authentic person. Uh, he will stick to what he believes is true, uh, no matter who tries to make him act otherwise. ",sub-1023,4.0,303
1023,6,4,"Uh, and Kate, um, it sort of just reinforces her, like, self-centered nature and how she, uh, is always thinking about her own image and how that influences her, uh, self-doubt.",sub-1023,2.0,304
1023,7,1,"Uh, Kevin, uh, nothing's changed, but, uh, it shows that he is, um, yeah, nothing's changed with Kevin.",sub-1023,4.0,305
1023,7,2,"Uh, Randall, uh, I honestly wasn't expecting him to get over it, and get over his hang-up about, uh, his family structure collapsing, but it's good to see him get over it, and it's good to see him, uh, expand his family network, uh, to include his father, even though his father wronged him.",sub-1023,3.0,306
1023,7,3,"Uh, Kate, uh, it's good to know that she does get over, uh, her appearance, well, not get over her appearance, but doesn't let her issues with herself, uh, limit who she could be.",sub-1023,2.0,307
1023,7,4,"Uh, Jack, uh, it's good to see him be, uh, more open with himself.",sub-1023,1.0,308
1023,8,1,"Uh, Jack, uh, it hasn't really changed that much. It kind of just shows that he's more complex, I guess. ",sub-1023,1.0,309
1023,8,2,"Uh, with Randall, every scene, it becomes more and more evident that he is kind of, uh, he doesn't really think things through. Like, he went to confront his father, but the other scenes I know that not only did he not walk away like he planned, but he also invited his father into his life, which I could assume he definitely didn't plan. Uh, for better or for worse, Randall is, uh, someone who doesn't really, he's a very passionate person, but he sometimes lets that passion consume him.",sub-1023,3.0,310
1023,8,3,"Uh, with Kate, uh, I think something that I come to the conclusion of is even though she, uh, projects her feelings, she only projects to feel better about herself, and she doesn't really do it to, like, an extreme degree that I've seen so far. It's sort of just, like, uh, she wants to come to terms with the world around her, but she can't. ",sub-1023,2.0,311
1023,8,4,"Uh, and with Kevin, uh, I feel like even though his main thing is he wants XXX empathy, I feel like he's temporarily able to ignore his wants and needs for the sake of others, but I think that's something he shares with his sister in that, uh, they both ignore what they want for the sake of others into, like, an unhealthy degree, and so they both snap.",sub-1023,4.0,312
1023,9,1,"Uh, Jack, um, my view of Jack really flip-flopped a little bit because sometimes he appears a little put together or the more that goes on, the more childish he seems, so I think he has his moments, but I think he's very reliant on uh the world around him. He's trying to be authentic and he's trying to be real but he XXX sort of like comes off as naive a bit. Uh how he doesn't really realize that a lot of people, at least where he is, are fake about uh who they are to get, um, uh ahead in life.",sub-1023,1.0,313
1023,9,2,"Uh, uh, nothing's changed with Kevin.",sub-1023,4.0,314
1023,9,3,"Uh, with Randall, mmm, his support system's been, uh, this, this seems to really reinforce his support system stuff. And it just kind of shows, uh, that yeah, even though he doesn't think he would, uh, letting his father back into his life is something that he would probably do.",sub-1023,3.0,315
1023,9,4,"And then with Kate, uh, she, she has a lot of issues with her brother but I feel that she may have more tools to be able to get over it.",sub-1023,2.0,316
1023,10,1,"Kate, I believe Kate, uh, isn't as, like, helpless to her thoughts about herself as I initially thought. I think she knows what she needs to do and what she wants to do, but is afraid of the commitment it will take to do so.",sub-1023,2.0,317
1023,10,2,"Uh, Jack, I believe, um, he became set in his ways, but, throughout the experience of his wife giving birth, uh, has learned that while he values family, uh, he can't put it on this pedestal, and he needs to value the people and not the idea.",sub-1023,1.0,318
1023,10,3,"Uh, Randall, I believe, uh, has learned that, uh, while he has a family structure, uh, and he values family structures, and, uh, he shouldn't, how do I put it, Randall, uh, he learns to incorporate different parts of his family. Right, that not everything can stay set in stone, that he needs to grow and, uh, learn to accept new things and a new norm.",sub-1023,3.0,319
1023,10,4,"And then Kevin, uh, I believe he made a positive change, uh, in learning not to self-sacrifice and not to pretend that he is okay when he isn't. 'Cause he was not okay with the whole premise of the show, he kept doing it up to a certain point, because that's what people wanted, but then he just learned that the only person who really matters is me and the people I love. I don't need to change myself to cater to a bunch of strangers.",sub-1023,4.0,320
1026,1,1,"I think he is very caring and, um, he wants to help whoever he can help, like the old man. He's like a nice person in general.",sub-1026,3.0,321
1026,1,2,"Um, Jack, I think Jack is like Kate's cousin or like at least friend. I think he's also very caring to whoever he cares about.",sub-1026,1.0,322
1026,1,3,"Kate, um, I know Kate is not very in shape. Um, she probably wants to be more in shape because, um, she's like using her neighbor's dog shit to like, um, try not to eat the food. But otherwise, I don't know what she's doing. I think she's a little pessimistic of the future, her future, uh, because she says some very, um, depressing words like XXX.",sub-1026,2.0,323
1026,1,4,"Um, oh, Kevin is Kate's husband, I think. I think Jack is the one who asked his wife to do like the dancing. And so I think Kevin is more like caring to other people where, whereas like Jack is more funny.",sub-1026,4.0,324
1026,2,1,"Well I think he, uh, well, I just realized that Kevin's an actor and, um, I am not very sure about his relationship with Kate anymore, because I don't think they're husband and wife.",sub-1026,4.0,325
1026,2,2,"Um, Jack is like much more than 20. Um, he's actually sometimes not very um conforming to growth, and also, uh, I think he does many things for his personal pleasure, well, just regarding the feeling or state of others.",sub-1026,1.0,326
1026,2,3,"Um, well, previously I thought Randall is, like, some kind of secretary to the old man, but now, apparently, he's like a boss. Uh, I think he's a nice guy, otherwise, his employees won't be, like, throwing him a party, um, so he must be a nice boss.",sub-1026,3.0,327
1026,2,4,"Well, uh, she's having some kind of self-control. She does not want dessert, but apparently, it's very weak. Otherwise, uh, she'll be okay if she sees a dessert menu, but she was very opposing to, like, see the, see the dessert menu, suggesting that maybe her self-control is not that good.",sub-1026,2.0,328
1026,3,1,"Oh, um, this is where I realized how Kate, um, twisted her leg and fell to the ground. It was by, like, stepping on the weight.",sub-1026,2.0,329
1026,3,2,"I do not know what is happening here. Probably it's, like, part of his acting?",sub-1026,4.0,330
1026,3,3,"Wait. Why is this all black screen? Um, I'm not sure what's happening here.",sub-1026,3.0,331
1026,3,4,"Oh. Oh, about Jack. Um, I think Jack is too emotional, in a way, that I do not like him. Because, um, he was XXX, he was, like, disregarding the logical aspect of things, and prioritizing his own feelings over those more, like, important logistics. For example, like, it's his birthday, like, why does, why does it matter when his wife is giving birth to three babies that it's, like, his birthday? I think he should actually listen to the doctor, and should not like prioritize his feelings.",sub-1026,1.0,332
1026,4,1,"Um, Kevin. Uh, previously, I thought like, Kevin, um, get over with whatever problems he had. So apparently, he did not, and he asked to like cut in the middle of the play. Apparently, he had some kind of struggles as being, as being like an actor or as acting in the play.",sub-1026,4.0,333
1026,4,2,"Randall. Um, here is where I realized that the fact that Randall's dad left him at five years old was not easy for Randall. Um, previously Randall acted as if it was nothing, but apparently it really traumatized him, and he was, um, on the verge of like breaking down in front of his wife and his children.",sub-1026,3.0,334
1026,4,3,"Jack. Um, well, I think Jack deserves whatever happened to him. Like, he's too emotional, and he cannot think through things logically. Um, but the way Jack reacted to like the doctor, I feel like he's at least, at least polite. Because he was not blaming the doctor for whatever happened.",sub-1026,1.0,335
1026,4,4,"Um, I think Kate wants to change, but apparently losing weight is not like, or like eating less is not easy for her. And, um, I also realized that Kate and Kevin, they're probably like not, at least not husband and wife, maybe friends or like father and sister. Um, yep.",sub-1026,2.0,336
1026,5,1,"Um, I think Jack is still what I think he is. Very, a little immature, emotional, prioritizing himself, thinking about the birthday and not thinking about his wife. Although he does, he is responsible to his wife in terms of, like, trying to relieve her pain while, um, she is having pain.",sub-1026,1.0,337
1026,5,2,"Uh, I think Kate is also, like, has a very dark sense of humor, just like the man she is dating, um, because they both laugh at, like, the, um, stomach-stapler.",sub-1026,2.0,338
1026,5,3,"Oh, um, I think Randall is a little, is a little harsh on his father because it appears that his father was also, like, struggling because his father was, like, maybe doing drugs. And, um, Randall seems to be understanding his father at the end of the conversation. Um, he was not, like, talking or, like, blaming his father at the very end when, like, he understand the reasons why his father ditched him at the fire station.",sub-1026,3.0,339
1026,5,4,"Kevin. Um, well I think Kevin is a bit of, like, a playboy, but not very so because, like, there's two very hot girls next to him. So, like, talking about, like, how he started acting, his dreams, um, passions and XXX. So, I think Kevin is, like, has some inner struggles.",sub-1026,4.0,340
1026,6,1,"Well, I think Randall is very, um, he is also very struggling with, like, relationship with his like father who abandoned him XXX. On the one hand, he obviously hated him for his decision. But on the other hand, um, he is a very nice person and he was trying to, like, understand his father. And at the end, he proposed to, like, let his father to see his grandchildren.",sub-1026,3.0,341
1026,6,2,"Well, Kate is, like, fun and humorous in a way. She said, like, she live across the line. And, um, she has this, like, determination to lose weight. But, we'll see how that goes.",sub-1026,2.0,342
1026,6,3,"Jack. There's not much about Jack in this scene. It's mostly about, like, the doctor and XXX wife. So I do not know, there's not much change happening.",sub-1026,1.0,343
1026,6,4,"Kevin. Oh, um, well, I respect Kevin more for, like, not calling for money, but, like, instead have some, like, higher objectives in his life. And, um, I also respect, like, the courage to, like, walk out in front of all the audiences and the director, um, saying that he'll quit. But, on the other hand, I think it also shows some kind of immaturity, um, in terms of, like, it's a very nice paying job, and the way he acted, probably no other director or audiences will ever want him again.",sub-1026,4.0,344
1026,7,1,"Kevin. Um, not much. I just kind of realized that Kevin is probably very famous in a way because I thought, because I think I saw Kevin taking a photo with Randall. There's like a photo of Kevin with someone at Kevin or like Randall's place. Oh, I think it was, it was at Randall's house where there's like a poster Kevin's Manny and also, um, a picture they took together. So maybe Kevin and Randall know each other.",sub-1026,4.0,345
1026,7,2,"Well, I just realized that Randall has this relationship with Jack and his wife in the way that Randall seems to be their adopted son. Um, and also, um, apparently Randall's relationship with his father gets better because like he invited his father, his biological father, to his house and also offering him clothes, probably asking him to stay over for the night.",sub-1026,3.0,346
1026,7,3,"Um, Jack is actually very nice uh in the way that he accepted the other like abandoned child at a hospital as their third son. But I cannot tell if that's like out of altruism or just out of like he, he wants three babies and um, reality kind of failed his expectations. So he was trying to like, trying to use the other baby as like the filler. So overall, a nice person.",sub-1026,1.0,347
1026,7,4,"Well, Kate is very caring and when like his brother Kevin is down, she was trying to like comfort him and make him feel better.",sub-1026,2.0,348
1026,8,1,"Oh, Jack is still very emotional, and um, he was panicking when like, his wife has to be like, um, heading to the operation room and to like pull the other two babies out. Otherwise, there's not much change. Uh, but from Randall's perspective, apparently Jack and his wife are amazing parents.",sub-1026,1.0,349
1026,8,2,"Well, here I realized that Randall is very successful. Well, I guess I know that cause like he was the boss, but here it kind of confirms my idea about Randall, like he's been very successful, and although he like, did not start it the way like a normal kid, but turns out to be, uh, very, XXX he turns out to have a lot of money.",sub-1026,3.0,350
1026,8,3,"Oh, this part is a little confusing. I think like, this is the part where before Kevin left the, like the play or the movie or the show, um, this is where um, he just acted very impressively. Um, after, like after the scene of like chasing his father, like the act- acting father away, and everyone was very approved by his acting skills, but then like the director made some other requests that kind of like upset him. It kind of like foreshadowed why he wants to like leave the play.",sub-1026,4.0,351
1026,8,4,"Well, here I realized that Kate is like, um, takes relationships seriously, because they just had dinner, but Kate did not made the initiative to like invite the man home. Instead, it was like the man being like very, uh, passionate and enthusiastic about Kate. But Kate, on the other hand, is a little cold, um, but Kate is very polite, and right now, apparently, Kate's pri-priority is about losing weight other than like being in a relationship or other things. And Kate is probably like dating the other man.",sub-1026,2.0,352
1026,9,1,"Well, uh, in this scene, I see that Randall is, like, a very, a little, a parent that has expectations for his children. Um, in the play, Randall's girl was, like, braiding another girl's hair, and Randall's very frustrated, because, like, his daughter was not playing, so, like, Randall's wife takes it more lightly, and they, like, they're making friends.",sub-1026,3.0,353
